ticket_id,projekt,reporter,assignee,prioritet,status,datum_kreiranja,dan,mjesec,godina,kvartal,dan_u_tjednu,sati_rjesavanja,dana_rjesavanja,broj_komentara,sati_open,sati_in_progress,sati_resolved,sati_waiting
10315000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-08-15,15,8,2007,3,Wednesday,96288.27,4012.01,3,96288.27,NULL,NULL,NULL
10317000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-08-15,15,8,2007,3,Wednesday,96290.76,4012.12,9,96290.76,NULL,NULL,NULL
10319000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-15,15,8,2007,3,Wednesday,96289.59,4012.07,14,96289.59,NULL,NULL,NULL
10321000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-08-16,16,8,2007,3,Thursday,96264.48,4011.02,6,96264.48,NULL,NULL,NULL
10322000,"Project Apollo","Katarina Božić",NULL,unknown,closed,2007-08-19,19,8,2007,3,Sunday,96197.91,4008.25,9,96197.91,NULL,NULL,NULL
10323000,"Project Zenith","Ivana Horvat",NULL,unknown,closed,2007-08-19,19,8,2007,3,Sunday,96197.58,4008.23,13,96197.58,NULL,NULL,NULL
10324000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-19,19,8,2007,3,Sunday,96196.60,4008.19,17,96196.60,NULL,NULL,NULL
10325000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-19,19,8,2007,3,Sunday,96190.31,4007.93,13,96190.31,NULL,NULL,NULL
10331000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-08-20,20,8,2007,3,Monday,96166.66,4006.94,10,96166.66,NULL,NULL,NULL
10332000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-08-20,20,8,2007,3,Monday,96169.98,4007.08,14,96169.98,NULL,NULL,NULL
10337000,"Project Apollo","Katarina Božić",NULL,unknown,closed,2007-08-21,21,8,2007,3,Tuesday,96145.82,4006.08,20,96145.82,NULL,NULL,NULL
10339000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-08-22,22,8,2007,3,Wednesday,96120.86,4005.04,11,96120.86,NULL,NULL,NULL
10341000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-23,23,8,2007,3,Thursday,96102.21,4004.26,8,96102.21,NULL,NULL,NULL
10347000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-08-26,26,8,2007,3,Sunday,96024.18,4001.01,19,96024.18,NULL,NULL,NULL
10349000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-08-26,26,8,2007,3,Sunday,96021.37,4000.89,12,96021.37,NULL,NULL,NULL
10350000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-08-27,27,8,2007,3,Monday,96007.47,4000.31,8,96007.47,NULL,NULL,NULL
10352000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-27,27,8,2007,3,Monday,96005.80,4000.24,3,96005.80,NULL,NULL,NULL
10353000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-28,28,8,2007,3,Tuesday,95977.75,3999.07,11,95977.75,NULL,NULL,NULL
10354000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-08-28,28,8,2007,3,Tuesday,95978.92,3999.12,12,95978.92,NULL,NULL,NULL
10355000,"Project Zenith","Katarina Marić",NULL,unknown,closed,2007-08-28,28,8,2007,3,Tuesday,95975.87,3998.99,8,95975.87,NULL,NULL,NULL
10356000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-08-30,30,8,2007,3,Thursday,95933.36,3997.22,5,95933.36,NULL,NULL,NULL
10357000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-08-30,30,8,2007,3,Thursday,95932.65,3997.19,42,95932.65,NULL,NULL,NULL
10359000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-08-30,30,8,2007,3,Thursday,95931.90,3997.16,6,95931.90,NULL,NULL,NULL
10361000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-09-02,2,9,2007,3,Sunday,95856.99,3994.04,6,95856.99,NULL,NULL,NULL
10362000,"Project Phoenix","Josip Božić",NULL,unknown,closed,2007-09-03,3,9,2007,3,Monday,95834.46,3993.10,20,95834.46,NULL,NULL,NULL
10363000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-09-03,3,9,2007,3,Monday,95838.15,3993.26,21,95838.15,NULL,NULL,NULL
10364000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-09-03,3,9,2007,3,Monday,95836.79,3993.20,10,95836.79,NULL,NULL,NULL
10365000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-09-03,3,9,2007,3,Monday,95835.97,3993.17,15,95835.97,NULL,NULL,NULL
10366000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-09-03,3,9,2007,3,Monday,95835.00,3993.13,9,95835.00,NULL,NULL,NULL
10367000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-09-04,4,9,2007,3,Tuesday,95809.75,3992.07,33,95809.75,NULL,NULL,NULL
10368000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-09-04,4,9,2007,3,Tuesday,95804.84,3991.87,8,95804.84,NULL,NULL,NULL
10369000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-09-04,4,9,2007,3,Tuesday,95801.36,3991.72,8,95801.36,NULL,NULL,NULL
10373000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-09-06,6,9,2007,3,Thursday,95759.18,3989.97,22,95759.18,NULL,NULL,NULL
10374000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-09-06,6,9,2007,3,Thursday,95758.91,3989.95,6,95758.91,NULL,NULL,NULL
10375000,"Project Phoenix","Petar Marić",NULL,unknown,closed,2007-09-06,6,9,2007,3,Thursday,95758.39,3989.93,5,95758.39,NULL,NULL,NULL
10376000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-09-09,9,9,2007,3,Sunday,95695.32,3987.31,7,95695.32,NULL,NULL,NULL
10377000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-09-09,9,9,2007,3,Sunday,95694.28,3987.26,10,95694.28,NULL,NULL,NULL
10378000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-09-09,9,9,2007,3,Sunday,95690.23,3987.09,36,95690.23,NULL,NULL,NULL
10380000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-09-10,10,9,2007,3,Monday,95668.87,3986.20,8,95668.87,NULL,NULL,NULL
10381000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-09-10,10,9,2007,3,Monday,95668.78,3986.20,17,95668.78,NULL,NULL,NULL
10382000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-09-10,10,9,2007,3,Monday,95667.79,3986.16,20,95667.79,NULL,NULL,NULL
10383000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-09-10,10,9,2007,3,Monday,95665.82,3986.08,6,95665.82,NULL,NULL,NULL
10384000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-09-10,10,9,2007,3,Monday,95662.50,3985.94,15,95662.50,NULL,NULL,NULL
10385000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-09-11,11,9,2007,3,Tuesday,95639.60,3984.98,10,95639.60,NULL,NULL,NULL
10386000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-09-12,12,9,2007,3,Wednesday,95616.04,3984.00,22,95616.04,NULL,NULL,NULL
10387000,"Project Phoenix","Josip Božić",NULL,unknown,closed,2007-09-12,12,9,2007,3,Wednesday,95615.62,3983.98,3,95615.62,NULL,NULL,NULL
10388000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-09-16,16,9,2007,3,Sunday,95526.88,3980.29,6,95526.88,NULL,NULL,NULL
10389000,"Project Phoenix","Petar Marić",NULL,unknown,closed,2007-09-18,18,9,2007,3,Tuesday,95478.24,3978.26,2,95478.24,NULL,NULL,NULL
10390000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-09-18,18,9,2007,3,Tuesday,95476.69,3978.20,9,95476.69,NULL,NULL,NULL
10392000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-09-23,23,9,2007,3,Sunday,95358.90,3973.29,6,95358.90,NULL,NULL,NULL
10393000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-09-23,23,9,2007,3,Sunday,95354.92,3973.12,20,95354.92,NULL,NULL,NULL
10394000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-09-24,24,9,2007,3,Monday,95334.57,3972.27,6,95334.57,NULL,NULL,NULL
10395000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-09-24,24,9,2007,3,Monday,95330.15,3972.09,20,95330.15,NULL,NULL,NULL
10396000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-09-24,24,9,2007,3,Monday,95331.56,3972.15,16,95331.56,NULL,NULL,NULL
10397000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-09-25,25,9,2007,3,Tuesday,95308.38,3971.18,7,95308.38,NULL,NULL,NULL
10398000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-09-26,26,9,2007,3,Wednesday,95284.74,3970.20,7,95284.74,NULL,NULL,NULL
10399000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-09-26,26,9,2007,3,Wednesday,95282.64,3970.11,11,95282.64,NULL,NULL,NULL
10402000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-09-30,30,9,2007,3,Sunday,95189.24,3966.22,6,95189.24,NULL,NULL,NULL
10403000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-02,2,10,2007,4,Tuesday,95140.63,3964.19,9,95140.63,NULL,NULL,NULL
10404000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-10-02,2,10,2007,4,Tuesday,95138.29,3964.10,5,95138.29,NULL,NULL,NULL
10405000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-10-03,3,10,2007,4,Wednesday,95115.20,3963.13,10,95115.20,NULL,NULL,NULL
10406000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-10-03,3,10,2007,4,Wednesday,95117.16,3963.22,6,95117.16,NULL,NULL,NULL
10407000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-10-03,3,10,2007,4,Wednesday,95116.81,3963.20,7,95116.81,NULL,NULL,NULL
10408000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-10-04,4,10,2007,4,Thursday,95090.81,3962.12,16,95090.81,NULL,NULL,NULL
10409000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-10-04,4,10,2007,4,Thursday,95088.78,3962.03,20,95088.78,NULL,NULL,NULL
10410000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-10-04,4,10,2007,4,Thursday,95088.78,3962.03,3,95088.78,NULL,NULL,NULL
10411000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-10-07,7,10,2007,4,Sunday,95022.86,3959.29,5,95022.86,NULL,NULL,NULL
10412000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-10,10,10,2007,4,Wednesday,94949.44,3956.23,5,94949.44,NULL,NULL,NULL
10413000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94805.57,3950.23,7,94805.57,NULL,NULL,NULL
10414000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94805.53,3950.23,6,94805.53,NULL,NULL,NULL
10415000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94804.18,3950.17,6,94804.18,NULL,NULL,NULL
10416000,"Project Vega","Katarina Vuković",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94803.89,3950.16,9,94803.89,NULL,NULL,NULL
10417000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94799.80,3949.99,7,94799.80,NULL,NULL,NULL
10418000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94802.24,3950.09,6,94802.24,NULL,NULL,NULL
10420000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-16,16,10,2007,4,Tuesday,94802.12,3950.09,5,94802.12,NULL,NULL,NULL
10422000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-10-18,18,10,2007,4,Thursday,94759.83,3948.33,8,94759.83,NULL,NULL,NULL
10423000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-18,18,10,2007,4,Thursday,94751.58,3947.98,16,94751.58,NULL,NULL,NULL
10424000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-18,18,10,2007,4,Thursday,94753.65,3948.07,29,94753.65,NULL,NULL,NULL
10425000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-10-21,21,10,2007,4,Sunday,94686.64,3945.28,11,94686.64,NULL,NULL,NULL
10426000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-10-21,21,10,2007,4,Sunday,94682.37,3945.10,5,94682.37,NULL,NULL,NULL
10427000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-10-21,21,10,2007,4,Sunday,94681.96,3945.08,10,94681.96,NULL,NULL,NULL
10428000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-10-21,21,10,2007,4,Sunday,94678.88,3944.95,11,94678.88,NULL,NULL,NULL
10429000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-10-23,23,10,2007,4,Tuesday,94637.17,3943.22,11,94637.17,NULL,NULL,NULL
10430000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-10-23,23,10,2007,4,Tuesday,94634.26,3943.09,16,94634.26,NULL,NULL,NULL
10431000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-10-24,24,10,2007,4,Wednesday,94613.64,3942.24,10,94613.64,NULL,NULL,NULL
10432000,"Project Nova","Ana Božić",NULL,unknown,closed,2007-10-24,24,10,2007,4,Wednesday,94606.97,3941.96,15,94606.97,NULL,NULL,NULL
10434000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-10-24,24,10,2007,4,Wednesday,94606.40,3941.93,3,94606.40,NULL,NULL,NULL
10436000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-10-25,25,10,2007,4,Thursday,94590.36,3941.27,9,94590.36,NULL,NULL,NULL
10437000,"Project Nova","Ana Božić",NULL,unknown,closed,2007-10-25,25,10,2007,4,Thursday,94590.09,3941.25,9,94590.09,NULL,NULL,NULL
10438000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-10-25,25,10,2007,4,Thursday,94586.96,3941.12,8,94586.96,NULL,NULL,NULL
10441000,"Project Zenith","Ivana Horvat",NULL,unknown,closed,2007-10-28,28,10,2007,4,Sunday,94514.92,3938.12,5,94514.92,NULL,NULL,NULL
10442000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-10-29,29,10,2007,4,Monday,94487.77,3936.99,7,94487.77,NULL,NULL,NULL
10443000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-10-29,29,10,2007,4,Monday,94487.17,3936.97,52,94487.17,NULL,NULL,NULL
10445000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-10-30,30,10,2007,4,Tuesday,94460.20,3935.84,8,94460.20,NULL,NULL,NULL
10446000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-10-31,31,10,2007,4,Wednesday,94443.50,3935.15,13,94443.50,NULL,NULL,NULL
10448000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-10-31,31,10,2007,4,Wednesday,94442.31,3935.10,33,94442.31,NULL,NULL,NULL
10449000,"Project Nova","Ana Božić",NULL,unknown,closed,2007-10-31,31,10,2007,4,Wednesday,94438.76,3934.95,9,94438.76,NULL,NULL,NULL
10450000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-11-01,1,11,2007,4,Thursday,94419.76,3934.16,15,94419.76,NULL,NULL,NULL
10453000,"Project Nova","Ana Božić",NULL,unknown,closed,2007-11-01,1,11,2007,4,Thursday,94415.17,3933.97,4,94415.17,NULL,NULL,NULL
10456000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-11-03,3,11,2007,4,Saturday,94370.08,3932.09,10,94370.08,NULL,NULL,NULL
10457000,"Project Apollo","Katarina Božić",NULL,unknown,closed,2007-11-04,4,11,2007,4,Sunday,94348.08,3931.17,7,94348.08,NULL,NULL,NULL
10458000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-11-04,4,11,2007,4,Sunday,94347.28,3931.14,9,94347.28,NULL,NULL,NULL
10459000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-04,4,11,2007,4,Sunday,94347.12,3931.13,7,94347.12,NULL,NULL,NULL
10461000,"Project Apollo","Katarina Božić",NULL,unknown,closed,2007-11-04,4,11,2007,4,Sunday,94339.92,3930.83,8,94339.92,NULL,NULL,NULL
10462000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-11-04,4,11,2007,4,Sunday,94343.03,3930.96,6,94343.03,NULL,NULL,NULL
10465000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-11-05,5,11,2007,4,Monday,94319.48,3929.98,7,94319.48,NULL,NULL,NULL
10466000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-11-05,5,11,2007,4,Monday,94323.19,3930.13,7,94323.19,NULL,NULL,NULL
10468000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-11-05,5,11,2007,4,Monday,94319.34,3929.97,7,94319.34,NULL,NULL,NULL
10475000,"Project Apollo","Katarina Božić",NULL,unknown,closed,2007-11-07,7,11,2007,4,Wednesday,94275.11,3928.13,6,94275.11,NULL,NULL,NULL
10476000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-11-07,7,11,2007,4,Wednesday,94272.35,3928.01,6,94272.35,NULL,NULL,NULL
10477000,"Project Phoenix","Josip Božić",NULL,unknown,closed,2007-11-08,8,11,2007,4,Thursday,94250.15,3927.09,9,94250.15,NULL,NULL,NULL
10478000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-11-08,8,11,2007,4,Thursday,94252.45,3927.19,9,94252.45,NULL,NULL,NULL
10479000,"Project Vega","Petra Novak",NULL,unknown,closed,2007-11-08,8,11,2007,4,Thursday,94250.36,3927.10,5,94250.36,NULL,NULL,NULL
10481000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-11-08,8,11,2007,4,Thursday,94246.16,3926.92,4,94246.16,NULL,NULL,NULL
10483000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-11-11,11,11,2007,4,Sunday,94180.97,3924.21,15,94180.97,NULL,NULL,NULL
10484000,"Project Quantum","Marko Knežević",NULL,unknown,closed,2007-11-11,11,11,2007,4,Sunday,94181.19,3924.22,5,94181.19,NULL,NULL,NULL
10485000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-11,11,11,2007,4,Sunday,94174.51,3923.94,8,94174.51,NULL,NULL,NULL
10486000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-11-11,11,11,2007,4,Sunday,94173.53,3923.90,12,94173.53,NULL,NULL,NULL
10487000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-11-12,12,11,2007,4,Monday,94157.76,3923.24,7,94157.76,NULL,NULL,NULL
10488000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-12,12,11,2007,4,Monday,94157.58,3923.23,5,94157.58,NULL,NULL,NULL
10489000,"Project Quantum","Ivan Horvat",NULL,unknown,closed,2007-11-12,12,11,2007,4,Monday,94154.07,3923.09,10,94154.07,NULL,NULL,NULL
10490000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-12,12,11,2007,4,Monday,94154.26,3923.09,9,94154.26,NULL,NULL,NULL
10491000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-11-12,12,11,2007,4,Monday,94148.00,3922.83,11,94148.00,NULL,NULL,NULL
10492000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-11-14,14,11,2007,4,Wednesday,94109.76,3921.24,5,94109.76,NULL,NULL,NULL
10494000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-14,14,11,2007,4,Wednesday,94103.77,3920.99,12,94103.77,NULL,NULL,NULL
10495000,"Project Vega","Katarina Vuković",NULL,unknown,closed,2007-11-15,15,11,2007,4,Thursday,94084.94,3920.21,6,94084.94,NULL,NULL,NULL
10496000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-11-15,15,11,2007,4,Thursday,94084.75,3920.20,5,94084.75,NULL,NULL,NULL
10497000,"Project Nova","Ana Božić",NULL,unknown,closed,2007-11-15,15,11,2007,4,Thursday,94083.43,3920.14,27,94083.43,NULL,NULL,NULL
10498000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-11-15,15,11,2007,4,Thursday,94082.48,3920.10,3,94082.48,NULL,NULL,NULL
10499000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-11-18,18,11,2007,4,Sunday,94013.73,3917.24,7,94013.73,NULL,NULL,NULL
10500000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-11-18,18,11,2007,4,Sunday,94013.10,3917.21,9,94013.10,NULL,NULL,NULL
10502000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-11-19,19,11,2007,4,Monday,93985.39,3916.06,8,93985.39,NULL,NULL,NULL
10505000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-11-19,19,11,2007,4,Monday,93981.01,3915.88,5,93981.01,NULL,NULL,NULL
10506000,"Project Vega","Katarina Vuković",NULL,unknown,closed,2007-11-21,21,11,2007,4,Wednesday,93938.18,3914.09,14,93938.18,NULL,NULL,NULL
10508000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-11-22,22,11,2007,4,Thursday,93917.78,3913.24,5,93917.78,NULL,NULL,NULL
10509000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-11-22,22,11,2007,4,Thursday,93912.05,3913.00,17,93912.05,NULL,NULL,NULL
10510000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-11-25,25,11,2007,4,Sunday,93838.68,3909.95,6,93838.68,NULL,NULL,NULL
10511000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-11-27,27,11,2007,4,Tuesday,93797.23,3908.22,5,93797.23,NULL,NULL,NULL
10512000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-11-27,27,11,2007,4,Tuesday,93796.65,3908.19,5,93796.65,NULL,NULL,NULL
10513000,"Project Nova","Ana Marić",NULL,unknown,closed,2007-11-27,27,11,2007,4,Tuesday,93796.28,3908.18,3,93796.28,NULL,NULL,NULL
10514000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-27,27,11,2007,4,Tuesday,93792.71,3908.03,7,93792.71,NULL,NULL,NULL
10515000,"Project Vega","Petar Knežević",NULL,unknown,closed,2007-11-27,27,11,2007,4,Tuesday,93790.90,3907.95,6,93790.90,NULL,NULL,NULL
10516000,"Project Phoenix","Josip Božić",NULL,unknown,closed,2007-11-29,29,11,2007,4,Thursday,93746.12,3906.09,6,93746.12,NULL,NULL,NULL
10518000,"Project Phoenix","Josip Božić",NULL,unknown,closed,2007-11-29,29,11,2007,4,Thursday,93745.43,3906.06,6,93745.43,NULL,NULL,NULL
10519000,"Project Phoenix","Josip Božić",NULL,unknown,closed,2007-11-29,29,11,2007,4,Thursday,93742.37,3905.93,10,93742.37,NULL,NULL,NULL
10520000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-11-29,29,11,2007,4,Thursday,93744.65,3906.03,8,93744.65,NULL,NULL,NULL
10524000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-12-02,2,12,2007,4,Sunday,93670.86,3902.95,16,93670.86,NULL,NULL,NULL
10525000,"Project Vega","Katarina Vuković",NULL,unknown,closed,2007-12-02,2,12,2007,4,Sunday,93673.39,3903.06,9,93673.39,NULL,NULL,NULL
10526000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-12-02,2,12,2007,4,Sunday,93667.26,3902.80,6,93667.26,NULL,NULL,NULL
10527000,"Project Nova","Ana Božić",NULL,unknown,closed,2007-12-03,3,12,2007,4,Monday,93654.10,3902.25,9,93654.10,NULL,NULL,NULL
10531000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-12-03,3,12,2007,4,Monday,93649.21,3902.05,34,93649.21,NULL,NULL,NULL
10533000,"Project Vega","Katarina Vuković",NULL,unknown,closed,2007-12-03,3,12,2007,4,Monday,93647.96,3902.00,15,93647.96,NULL,NULL,NULL
10534000,"Project Atlas","Katarina Kovačić",NULL,unknown,closed,2007-12-04,4,12,2007,4,Tuesday,93629.31,3901.22,8,93629.31,NULL,NULL,NULL
10535000,"Project Nexus","Petar Babić",NULL,unknown,closed,2007-12-04,4,12,2007,4,Tuesday,93628.35,3901.18,7,93628.35,NULL,NULL,NULL
10536000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-12-04,4,12,2007,4,Tuesday,93628.04,3901.17,19,93628.04,NULL,NULL,NULL
10537000,"Project Vega","Marko Kovačić",NULL,unknown,closed,2007-12-04,4,12,2007,4,Tuesday,93619.96,3900.83,7,93619.96,NULL,NULL,NULL
10538000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-12-05,5,12,2007,4,Wednesday,93600.80,3900.03,29,93600.80,NULL,NULL,NULL
10539000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-12-05,5,12,2007,4,Wednesday,93600.81,3900.03,4,93600.81,NULL,NULL,NULL
10541000,"Project Phoenix","Ivana Novak",NULL,unknown,closed,2007-12-08,8,12,2007,4,Saturday,93527.97,3897.00,11,93527.97,NULL,NULL,NULL
10542000,"Project Horizon","Katarina Kovačić",NULL,unknown,closed,2007-12-09,9,12,2007,4,Sunday,93509.91,3896.25,9,93509.91,NULL,NULL,NULL
10543000,"Project Solaris","Josip Horvat",NULL,unknown,closed,2007-12-09,9,12,2007,4,Sunday,93509.47,3896.23,8,93509.47,NULL,NULL,NULL
10544000,"Project Orion","Marko Novak",NULL,unknown,closed,2007-12-09,9,12,2007,4,Sunday,93509.68,3896.24,10,93509.68,NULL,NULL,NULL
10545000,"Project Phoenix","Petra Pavlović",NULL,unknown,closed,2007-12-09,9,12,2007,4,Sunday,93509.24,3896.22,13,93509.24,NULL,NULL,NULL
10546000,"Project Apollo","Petar Božić",NULL,unknown,closed,2007-12-09,9,12,2007,4,Sunday,93504.43,3896.02,14,93504.43,NULL,NULL,NULL
10548000,"Project Zenith","Ivana Horvat",NULL,unknown,closed,2007-12-11,11,12,2007,4,Tuesday,93462.20,3894.26,11,93462.20,NULL,NULL,NULL
10549000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-12-11,11,12,2007,4,Tuesday,93461.02,3894.21,39,93461.02,NULL,NULL,NULL
10551000,"Project Quantum","Ivana Knežević",NULL,unknown,closed,2007-12-11,11,12,2007,4,Tuesday,93455.95,3894.00,9,93455.95,NULL,NULL,NULL
10552000,"Project Quantum","Ivan Horvat",NULL,unknown,closed,2007-12-11,11,12,2007,4,Tuesday,93455.35,3893.97,10,93455.35,NULL,NULL,NULL
10554000,"Project Eclipse","Katarina Kovačić",NULL,unknown,closed,2007-12-11,11,12,2007,4,Tuesday,93457.22,3894.05,26,93457.22,NULL,NULL,NULL
10555000,"Project Nexus","Petar Babić",NULL,unknown,closed,2007-12-12,12,12,2007,4,Wednesday,93427.51,3892.81,13,93427.51,NULL,NULL,NULL
